PID,grantee_upper,owner_group_id,total_consideration,pid_in_bldg_panel,n_deeds_rtt,n_pids_rtt,n_pids_owner
871297930,MKH PROPERTY LLC,90666,5e+05,TRUE,1,1,1
012068300,L&T GROUP LLC,90973,220000,FALSE,4,4,4
632324605,TJC CONSTRUCTION & DEVELOPMENT ASSOCIATION INC,91127,220000,FALSE,5,5,6
881000236,ADDISON & HERRERRIAS INC,91207,3e+05,TRUE,1,1,1
412019300,BLV PROPERTY MANAGEMENT LLC,91314,108000,TRUE,18,18,15
621391900,BLV PROPERTY MANAGEMENT LLC,91314,70000,TRUE,18,18,15
572104400,GETTY PETROLEUM MARKETING INC,91998,3e+05,FALSE,14,14,14
062172000,EAST COAST CAPITAL COMPANY LIMITED,93426,10087.19,TRUE,1,1,11
353051200,HYPERGATE SERVICES LLC,93614,67000,TRUE,4,4,4
871042700,ALMA VISION LLC,94293,225000,TRUE,1,1,1
234291700,DAVID DELLA-CROCE LLC,94480,828000,TRUE,5,5,5
562348400,CYNERGY BUILDERS LLC,95214,2500,FALSE,3,3,3
301374100,A & A DEVELOPMENT LLC,95272,18000,FALSE,45,45,49
871030375,100 MARKET STREET LP,95308,1250000,FALSE,1,1,1
011328050,KKTM LLC,95357,120000,TRUE,3,3,3
311072400,SUMMIT ONE PROPERTIES LLC,96164,37075,FALSE,35,35,30
213251800,5860 MAGDALENA ST LLC,96482,115000,FALSE,1,1,1
871509060,ZHAN PENG ASSOCIATES L P,96698,9e+05,FALSE,1,1,1
592062800,REALTY PARTNER VENTURES,96836,50000,TRUE,2,2,5
622411100,MERCURY GROUP,97312,28000,TRUE,107,106,138
033129000,MERCURY GROUP,97312,25000,TRUE,107,106,138
132269100,MERCURY GROUP,97312,23000,TRUE,107,106,138
403214500,MERCURY GROUP,97312,26500,FALSE,107,106,138
181469500,RAC DEVELOPERS,98524,38000,FALSE,1,1,1
611106700,ARCHER WGI LLC,98753,75000,FALSE,16,16,16
501298400,Z-LINE PROFESSIONAL CORPORATION,101564,47000,TRUE,1,1,2
885719620,CHEUNG FAMILY LP,101858,670000,TRUE,1,1,1
406326500,KMC HOLDINGS LLC,103078,55000,TRUE,95,94,126
886740280,ASPEN HOUSING II L P,103180,1500,TRUE,15,15,19
301417000,CTL ASSOCIATES LLC; TALUCON DEVELOPMENT LLC,103445,60000,FALSE,2,2,2
432007310,NEW LIFE CHURCH OF GOD EVANGELICAL,103560,1000,FALSE,2,2,2
342020000,BEAL BANK SSB,105540,5000,TRUE,18,18,18
871083250,ROUGE LOUNGE INC,106047,10000,TRUE,1,1,1
011142900,RENOVA HOMES INC,106736,66000,FALSE,14,14,19
341225800,LANCASTER PROPERTY HOLDINGS LLC,106777,26000,FALSE,4,4,4
181476900,PATRIOT REAL ESTATE GROUP LP,107319,250000,TRUE,6,6,7
352201700,NATIONAL PROPERTIES GROUP INC; PATTON JOSEPH T,107483,42000,FALSE,1,1,1
403176300,EQUITY TRUST COMPANY TR,109695,60000,TRUE,5,5,5
401300800,MCHAYA LLC,110280,16000,TRUE,72,72,86
402162600,ACTIV HOMES LLC,110384,33500,FALSE,9,9,7
603154900,SOS REALTY GROUP LLC,110744,14500,TRUE,4,4,4
871600445,GOLDAN BUSINESS DEVELOPMENT CORPORATION,110829,65800,TRUE,1,1,1
611400300,WORLD SAVING BANK FSB,111873,130000,FALSE,1,1,1
393141400,MELAL INC,112029,28000,TRUE,13,13,12
433201600,METRO GROUP LLC,112067,50000,FALSE,7,7,7
481084600,929 DUDLEY LLC,112454,41000,TRUE,2,2,2
402190800,LANCELOTT FINANCIAL GROUP INC,113700,21500,TRUE,1,1,2
492103200,NATIONAL CITY BANK OF INDIANA,114188,50000,TRUE,33,33,33
221138400,NATIONAL CITY BANK OF INDIANA,114188,9800,TRUE,33,33,33
401027600,SHIMON REALTY INC,114298,23000,TRUE,5,5,4
021595200,EKMF LLC,114948,130000,FALSE,2,2,2
882966240,562 TERMINAL FACILITY LIMITED PARTNERSHIP,115195,1085000,FALSE,1,1,1
621365300,PHH MORTGAGE CORPORATION,115615,60000,TRUE,110,109,112
561306700,WING SAM INC,115653,197900,TRUE,6,6,6
885052640,BDB COMPANY,115792,1500000,FALSE,4,4,4
881436505,PHILADELPHIA HOUSING ASSOCIATES LLC,115953,4100000,TRUE,3,3,3
365302900,WAH BIN CONTRACTOR LLC,116309,18000,TRUE,4,4,4
884276400,DUTTON ROAD ASSOCIATES LP,116453,1025000,FALSE,2,2,2
301388400,HAWK INVESTMENT PROPERTIES LLC,116851,150000,FALSE,3,3,3
101044300,KEY HOME EQUITY SERVICES,117252,45000,TRUE,1,1,1
882021250,A&G PROPERTY MANAGEMENT INC,118464,115000,TRUE,1,1,1
252145300,UNLOCKED DOOR LLC,118972,25000,TRUE,4,4,4
056030605,FAIRVIEW PROPERTY DEVELOPMENT LLC,119067,3e+05,TRUE,3,3,3
882963155,KTOL PROPERTY LLC,119604,1100000,FALSE,3,3,3
774016000,LIST ASSOCIATES L P,119982,2670000,TRUE,1,1,1
881006835,1143 NORTH 3RD ASSOCIATES L P,120895,578100,TRUE,1,1,1
441335300,ALL U CAN GET REALTY LLC,120923,500,FALSE,7,7,7
082056000,131 SOUTH 22ND STREET ASSOCIATES; FOGEL MARY G,120932,175000,FALSE,1,1,1
773740401,TRUSTEES OF THE UNIVERSITY OF PENNSYLVANIA,121508,4250000,FALSE,21,21,21
041128400,METRO REHAB LLC,122259,25000,TRUE,1,1,1
881078200,M S FRANKLIN LLC,122527,10000,TRUE,3,3,3
612383500,EAST WEST REALTY GROUP OPPORTUNITY FUND I L P,124388,70000,TRUE,1,1,12
381217000,K HARRY B LLC,127752,15100,FALSE,18,18,19
242163800,BLUE BELL GREETINGS INC,127930,3300,FALSE,1,1,1
343324400,TIKICO LLC,127962,61000,TRUE,3,3,3
182135600,JUNOGI DEVELOPMENT GROUP INC,129193,70000,TRUE,1,1,5
871508580,LOMBARD CAPITAL LLC,129621,1825000,TRUE,5,5,5
084092055,1510-1520 MELON STREET HOLDINGS LLC,129719,850000,FALSE,4,4,4
282061400,DELARK INVESTMENTS LLC,130397,21000,TRUE,16,16,15
043014200,IRWIN UNION BANK & TRUST COMPANY,132467,4200,FALSE,1,1,1
324077200,BLACK ICE CAPITAL INC,133215,35000,TRUE,3,3,4
321280800,MYRTLE BEACH DEVELOPMENT LLC,134931,30000,TRUE,3,3,3
882825100,RIDGE AVENUE REAL ESTATE LLC,135105,4e+05,TRUE,2,2,2
403034100,RESIDENTIAL EQUITY ASSOCIATES LLC,135952,43900,TRUE,23,23,24
112162600,3231 N 15TH ST LP,136022,75000,TRUE,1,1,1
421348100,SIBLINGS PROPERTIES LLC,136297,46000,FALSE,1,1,1
073136300,GREEN HOMES REAL ESTATE L P,137703,16499.52,TRUE,83,83,152
493249400,AM INVESTMENTS GROUP INC,137780,98500,TRUE,1,1,1
314249100,NA CONSULTING LLC,138541,65000,FALSE,1,1,1
881614200,SERENITY APARTMENTS LLC,138567,460000,TRUE,1,1,1
314092400,SOVEREIGN DEVELOPMENT L P,139557,180000,FALSE,5,5,5
332353000,HOMES ARE US LP,140103,52000,TRUE,1,1,1
572393110,TRI-PARTNERS DEVELOPMENT LLC,141399,185000,FALSE,1,1,1
603146600,54TH STREET MANAGEMENT,141729,35000,TRUE,1,1,1
401188100,BROADWAY JUNCTION REALTY LLC,141787,29000,TRUE,9,9,9
403135600,URBAN ADDRESS HOLDINGS INC,142484,37000,TRUE,1,1,1
392176600,BMC 2 LLC,142485,68000,TRUE,25,25,25
882801010,ACADIA CHESTNUT LLC,142873,9840000,TRUE,2,2,2
171175700,S 3 ENTERPRISES LLC,142963,29100,TRUE,31,30,30
604123200,B W INVESTMENT GROUP LLC,143778,23000,TRUE,2,2,2
141055800,BSM PROPERTIES LLC,143991,170000,TRUE,1,1,1
012059400,SECOND SHIFT INVESTMENTS LP,146502,130000,TRUE,1,1,1
073263300,PRINXESS REALTY LLC,146592,15000,TRUE,1,1,1
882131135,BUSTLETON PARTNERS,146796,1e+06,FALSE,1,1,1
453292600,COMMUNITY DEVELOPMENT CORPORATION,147195,55000,FALSE,1,1,1
571158735,ASHTON ESTATES INC,147971,1050000,FALSE,31,31,31
882728375,ANAM PROPERTIES LLC,149536,325000,FALSE,3,3,3
252571100,BLESSED SARNELLI COMMUNITY INC,150246,52000,FALSE,5,5,5
602194150,C & S INVESTMENT GROUP LLC,150538,35000,TRUE,3,3,2
514237800,SUREWAY REAL ESTATE LLC,150886,45000,TRUE,3,3,3
382246200,SAL INVESTMENTS LP,153149,1380000,TRUE,8,8,9
362174400,GRAYS FERRY GROWTH PROPERTIES LLC,155525,26891.89,TRUE,5,5,5
622073900,CUSTOM HOMESTEAD LLC,155683,51000,TRUE,2,2,2
311201800,TIOGA MOUNTAIN INVESTMENT PROPERTIES LLC,156874,59000,TRUE,1,1,1
404268010,BINNFELD KFIR; QBL REAL ESTATE,156956,117000,FALSE,1,1,1
882923371,MEYERS & MEYERS LLC,160661,150000,FALSE,4,4,4
161109100,"PHILLY PROPERTIES GROUP, LLC",161907,20000,TRUE,1,1,1
365204600,CASA HOLDINGS LLC,165059,6500,FALSE,2,2,2
363197300,STICKS AND STONES HOUSING LLC,166168,38000,TRUE,1,1,1
512111400,FITZGERALD INVESTMENT GROUP LLC,166468,9000,TRUE,1,1,1
123181800,DOUBLE B PROPERTIES LLC,166661,40000,TRUE,1,1,1
472004600,88 WAYS LLC,167745,25000,TRUE,1,1,1
881202510,EAST COAST RED LION APARTMENTS (FEE) LLC,168925,8572660,TRUE,2,2,2
501336300,TITAN DEVELOPMENT AND CONSTRUCTION MANAGEMENT LLC,169245,86000,FALSE,1,1,1
882656200,YANG REAL ESTATE LLC,169741,265000,FALSE,1,1,1
364053800,CROSS STEEET LLC,170246,40000,TRUE,1,1,1
061137800,L CRUZ DEVELOPMENT LLC,170658,5000,FALSE,21,21,21
061279050,L CRUZ DEVELOPMENT LLC,170658,21500,FALSE,21,21,21
211538300,SCOTTLYN LLC,170659,11200,FALSE,1,1,1
021517018,FLORIO MEGA CONSTRUCTION INVESTORS AND DEVELOPERS INC,173696,350000,TRUE,1,1,1
652151000,SOLD FAST REALTY LLC,173830,33341,FALSE,2,2,1
361045000,JMF CONSTRUCTION DEVELOPERS LLC,174230,99900,TRUE,1,1,1
314145900,PMR ASSOCIATES LLC,175070,93700,TRUE,2,2,2
622016400,DIAMOND EQUITY GROUP LLC,177356,30000,FALSE,1,1,1
121005200,IONA CARA LLC,177774,372500,TRUE,1,1,1
884181510,INKY WATERFRONT LLC,180572,325000,FALSE,1,1,1
492166400,PAISA LLC,182338,45000,TRUE,1,1,1
593125200,FORTIS INC,182434,124428.48,FALSE,2,2,2
461158400,GOLDIN PPA LLC,182548,171000,TRUE,1,1,1
462055400,B E G LLC,183040,55000,FALSE,4,4,3
884227400,242 GEIGER ACQUISITION LP,184152,1300000,FALSE,1,1,1
882968390,D&E DEVELOPMENT CORP,184697,40000,FALSE,1,1,1
161250200,BEAR AND CO,188424,27500,TRUE,1,1,1
062249500,1131 N 41ST ST LLC,188519,50000,TRUE,1,1,1
572367710,PENNYPACK WOODS HOME OWNERSHIP ASSOCIATION,189678,150000,FALSE,1,1,1
881428830,SML-PROPERTIES-3939 LANCASTER AVENUE LP,190744,2e+05,TRUE,1,1,1
871400465,RARE ROSE ENTERPRISES LLC,191027,1e+05,FALSE,1,1,1
022125500,KURZ/LINDSAY REVOCABLE TRUST,191286,1400000,FALSE,1,1,1
885930140,CLINT PROPERTIES ONE LLC,191332,150000,FALSE,2,2,2
881056053,541 WISTER LP,193131,335000,TRUE,1,1,1
871571970,MARGARET MINI MARKET LLC,193270,120000,TRUE,1,1,1
101284000,DJA PROPERTIES LLC; KNAZEK DAVID J,193511,62500,TRUE,1,1,1
511050600,A E S ASSOCIATES,195518,35000,TRUE,1,1,1
604217300,K&F IV LLC,195990,55000,TRUE,1,1,1
171356100,FAITH VENTURES LLC,197296,5401,TRUE,1,1,1
394152100,KOREAN COMMUNITY DEVELOPMENT SERVICIES CENTER,197952,80000,FALSE,1,1,1
252539900,PHILAMARK MEDIA LLC,198535,16842.24,TRUE,3,3,1
462124200,VENTURES ABBY REAL ESTATE INC,199769,135000,TRUE,1,1,1
172250100,UNITED MORTGAGE GROUP INC,200711,30000,FALSE,1,1,1
421321600,RG INVESTMENTS LLC,201056,26000,TRUE,1,1,1
172399400,ADVANCE REAL ESTATE CONCEPTS L P,201228,85500,TRUE,1,1,2
062149200,G-8 CAPITAL LLC,202030,2000,TRUE,1,1,1
882736500,LUKOIL NORTH AMERICA LLC,202860,701100,FALSE,14,14,14
232248600,MGKB LLC,203925,75000,TRUE,3,3,3
343107600,FANNIE MAE; HUNTINGTON NATIONAL BANK,205032,22000,TRUE,1,1,1
881058000,CHURCH LANE LLLC,205040,2050000,TRUE,1,1,1
871219000,GRYPHON WEBB LLC,205730,16744.32,FALSE,1,1,2
321209100,1700 W BERKS ST LLC,206654,263000,TRUE,2,2,2
056000005,NORTH FRONT STREET REALTY LLC,207359,6e+05,FALSE,3,2,2
022034000,JODI R HARRIS FAMILY TRUST DATED JULY 24 2007; NANCY C CRANE FAMILY TRUST DATED JULY 24 2007,207638,510000,FALSE,1,1,1
884463560,MDM REAL ESTATE ENTERPRISES,208225,65000,FALSE,1,1,1
212140200,RHB BUILDERS LLC,208885,65000,TRUE,1,1,1
481116600,GTROADPARTNERS LLC,209543,40000,TRUE,1,1,1
522173000,SMICK STREET TOWNHOMES LLC,209927,170000,TRUE,9,9,9
511101100,PERALTA INC,210819,30000,FALSE,1,1,1
622289500,ALEKSEYER LLC,211778,30000,TRUE,1,1,1
562262800,1909 BENTON AVE INC,212149,150000,TRUE,1,1,1
776219000,TRUE UNITED CHURCH OF JESUS CHRIST APOSTOLIC INC,213087,4e+05,TRUE,1,1,1
463253900,CASA INVESTMENT III LLC,213100,21200,FALSE,1,1,1
885220960,DEUSS LLC,213540,20000,FALSE,5,5,5
652271806,GLENLOCH ASSOCIATES LLC,214196,230000,FALSE,2,2,2
883822000,404 HOLDINGS LLC,214794,425000,TRUE,1,1,1
321206400,TRI EQUITIES LLC,215238,4907.84,TRUE,1,1,1
593097100,25 W PAMONA ST LLC,215891,60000,FALSE,1,1,1
884343755,2201 NORTH AMERICAN STREEET LLC,215918,245000,FALSE,1,1,1
881601401,AXIS UKA ASSOCIATES LP,216204,7e+06,TRUE,1,1,1
281143600,D & F PROPERTIES INC,217528,125000,FALSE,11,11,11
406001600,6500 ELMWOOD LLC,218119,4e+05,FALSE,3,3,3
881812350,528-40 N 34TH ST LP,218159,345000,TRUE,1,1,1
452059100,YGMGM LLC,218958,11445,TRUE,3,2,2
871297930,PSJY INVESTMENT LLC,221383,1325000,TRUE,1,1,1
871291750,IOKOO INC,222407,72500,TRUE,1,1,1
023117200,618 S 3RD ST LP,222455,305000,TRUE,1,1,1
881150650,LINDLEY TOWERS LP,222505,2075000,TRUE,1,1,1
042219300,TAGEL PROPERTY SERVICES INC,222521,20000,TRUE,1,1,1
871256100,WOORI AMERICA BANK,222926,20000,TRUE,1,1,1
451079000,AK RAMOS PROPERTIES LLC,223021,30000,FALSE,4,4,4
882928490,DIZIO LEHMAN PARTNERSHIP,223446,280000,FALSE,1,1,1
081036100,2032 DELANCY STREET LLC,225704,3450000,FALSE,1,1,1
882971860,PLUMERIA PROPERTIES LLC,225751,190000,FALSE,1,1,1
881551130,GRAN DEVELOPMENT PARTNERS LP,229175,3052560,TRUE,3,3,3
171160415,HSG SOLUTIONS LLC,229380,63705.6,FALSE,2,2,2
292096900,P I R E LLC,229715,24000,TRUE,1,1,1
061197810,BAHA PROPERTY MANAGEMENT LLC,230204,12000,TRUE,1,1,1
292043010,CARAMANICO BREWERYTOWN LLC,230382,35000,TRUE,1,1,1
462072000,ANTHONY ROBERT AIR TIGHT CONSTRUCTION LLC,230772,45000,FALSE,1,1,1
361243505,CENTURY HOME BUILDERS LLC,230976,50000,TRUE,17,17,15
884465265,1201 S 32ND STREET LP; FIRST PLATINUM ABSTRACT LLC,231814,470000,FALSE,1,1,1
081134255,LOMBARD ESTATES LLC,232095,1977728,FALSE,8,8,8
291280350,NINETEENTH STREET DEVELOPMENT LLC,232714,80000,TRUE,2,2,2
033063300,ARTISIAN PROPERTY GROUP LP,233005,20000,TRUE,1,1,1
882927400,BROTHERS PROPERTIES LLC,233151,480000,TRUE,1,1,1
881000302,A2Z DEVELOPMENT LLC,234126,2750000,FALSE,5,5,5
321226900,1930N18THST LLC,234254,475000,TRUE,1,1,1
882012560,DNA HALL LLC,234646,3e+05,FALSE,2,2,2
365204900,OAKWOOD ELM LLC,235898,45000,TRUE,6,6,6
161014100,ADOBE INVESTMENTS LLC,235947,15000,TRUE,1,1,1
884462940,MJROSS PROPERTIES LLC,237729,85000,FALSE,1,1,1
223194100,ABA REAL ESTATE 2 LP; G&J TRUST,237959,55000,FALSE,1,1,1
885587800,5127 LANCASTER AVE LLC,238411,323325.76,FALSE,3,3,3
043292300,1350 PROPERTY INC,238435,18000,TRUE,1,1,1
882137005,6301 E ROOSEVELT BLVD LLC,238971,12500000,FALSE,4,4,4
882770120,4201 MAIN STREET ASSOCIATES LP,239455,330000,FALSE,2,2,2
511119300,O AND EMM LLC,240389,5100,FALSE,3,3,3
301255301,LEAGUE HOLDINGS LLC,240979,496000,FALSE,9,9,9
323036700,PENSCO TRUST COMPANY CUSTODIAN FBO ROBIN R SMITH TRADITIONAL IRA,241374,35000,TRUE,1,1,1
051121605,SOCIETY HILL DEVELOPERS LLC,241409,1100000,FALSE,4,4,4
771168000,MJ CENTRAL INVESTMENT LP,241535,1120000,FALSE,1,1,1
361191600,TITAN STREET DEVELOPMENT LLC,241600,25310,TRUE,1,1,1
011055740,HOWARD STREET DEVELOPMENT LLC,242683,625000,FALSE,6,6,6
882020610,RE INVENTION 2078 SUSQUEHANNA LLC,244026,85000,FALSE,1,1,1
323143300,BRAND NEW SOLUTIONS LLC,246837,25000,TRUE,1,1,1
501506900,A & N REMODELING INC,247080,105000,FALSE,2,2,2
471094002,INGERSOLL DEVELOPMENT GROUP LLC,247922,49135,FALSE,21,20,19
392013700,LIATUSH DEVELOPMENT CORP,248322,225000,FALSE,11,11,14
361100700,LIATUSH DEVELOPMENT CORP,248322,50000,FALSE,11,11,14
361078800,AHN LLC,248812,50000,FALSE,7,6,6
031164100,211 MILLICK LLC,250403,20100,TRUE,1,1,1
871400870,19 N 3RD STREET LLC,250431,625000,TRUE,1,1,1
412197600,HARIOM JAYSHREE LLC,250842,62000,TRUE,1,1,1
111196600,VISIONS M5 DASE INC,251906,35000,FALSE,1,1,1
481126900,SOUTH SIDE PROPERTIES LLC,252214,37500,TRUE,1,1,1
882919325,23RD STREET ACQUISITIONS LP,252323,495000,TRUE,1,1,1
371281300,IRR REALTY LLC,252698,435000,TRUE,1,1,1
885000046,1801 CBM A TO H LLC,252763,110000,FALSE,2,2,2
882390185,SCHWARZ ROBERT D ESTATE OF; TRUSTEES OF THE TRUST UNDER ITEM THIRD A OF ROBERT D SCHWARZ,253083,720000,TRUE,1,1,1
405183800,"HOUSING OPPORTUNITY PARTNERS REO, LLC",253099,36355.86,TRUE,1,1,1
363081705,JKC INVESTMENTS LP,253262,13000,FALSE,9,9,10
055059240,LIGHTHOUSE ON VINE LLC,253896,550000,FALSE,4,4,4
482112400,5129 LOCUST STREET LLC,254027,25000,TRUE,2,2,2
344033000,ASWAD KABILA HOLDINGS LLC,254456,39400,TRUE,1,1,1
241175200,3831 BARING LLC,254719,450000,TRUE,3,3,3
241175000,3831 BARING LLC,254719,450000,TRUE,3,3,3
353064400,BH MOMES LLC,254844,87500,TRUE,1,1,1
881225110,DEROSA CAPITAL 5 LLP,254874,1050000,TRUE,1,1,1
884743500,5960 UPLAND WAY LP,257059,2500000,FALSE,1,1,1
881014827,A&Y PROPERTIES LLC,257476,130000,TRUE,2,2,2
882919500,TURNER MANAGEMENT LLP,257497,22000,TRUE,1,1,1
778215000,TABERNACLE OF THE HOLY SPIRIT,257500,135000,FALSE,2,2,2
361347500,LISA KALUS & ASSOCIATES INC; LISA KALUS HENDLER RPM PROFIT SHARING,258065,60000,TRUE,1,1,1
602069700,WEST PHILOVOI LLC,258770,25000,TRUE,1,1,1
471156500,1608 W MONTGOMERY ST LLC,258794,512000,TRUE,1,1,1
365239300,JLG INVESTMENTS LLC,260338,91000,TRUE,3,3,3
471290010,1419-31 17TH STREET LLC,261029,68000,TRUE,3,3,3
881094100,901 PARTNERS LP,261204,375000,TRUE,1,1,1
522001200,PROTOTYPE HOLDING LLC,261316,60000,FALSE,2,2,1
882965975,1211 E PASSYUNK LLC,261493,1200000,TRUE,1,1,1
141219100,STR8HAND ENTERTAINMENT LLC,261498,125000,FALSE,2,2,2
885799440,1400 GERMANTOWN PARTNERS LLC,262128,160000,TRUE,1,1,1
602187300,434 S 52ND STREET LLC,262157,315000,FALSE,1,1,1
882000170,4943-47 PRINCETON AVE LP,263097,175000,FALSE,1,1,1
012410300,SEQUIOA PROPERTIES III LLC,263574,269900,FALSE,1,1,1
171136500,RVFM 11 SERIES LLC,263734,8005,TRUE,2,2,2
421170300,AMIEL REAL ESTATE HOLDING LLC,264031,48000,TRUE,1,1,1
321042900,E & G REGAS LLC,264993,750000,TRUE,1,1,1
551332300,HUA RONG REALTY INC,265013,95000,TRUE,1,1,1
062243400,809 NORTH 41ST STREET LLC,265383,9404,FALSE,1,1,1
212319000,JS LEMONTE LLC,265484,217500,TRUE,1,1,1
032061110,C + L INVESTMENTS LLC A PA LLC,265744,24000,TRUE,1,1,1
011373200,JNK PROPERTIES LLC,265761,80000,TRUE,1,1,1
871534540,1325 S TAYLOR LLC,266204,2e+05,TRUE,1,1,1
542370100,TANS PROPERTIES LLC,266297,85000,TRUE,1,1,1
871602865,IM 1939 LLC,266481,80000,TRUE,1,1,1
041092600,HARDCOURTS LLC,267434,12000,FALSE,1,1,1
282300900,STARBERRY MANSION PROPERTIES LLC,267515,1100,FALSE,1,1,1
421627100,FU DE LLC,267939,35000,TRUE,1,1,1
882924945,DREAM CHASES REALTY LLC,268326,101100,FALSE,1,1,1
522189700,5720 DREXEL RD ASSOCIATES LLC,268404,205000,TRUE,1,1,1
241214300,PPIO REAL ESTATE LLC,269115,455000,TRUE,1,1,1
621506600,HYPERGATE DEVELOPMENT GROUP LLC,269141,47900,TRUE,1,1,1
884961839,FRANKFORD INVESTMENT LLC,270952,2875000,FALSE,5,5,5
362113200,EQUITY TRUST COMPANY CUSTODIAN FBO SANDRA WEISMAN IRA; KUMAS HOMES LLC,271182,23500,TRUE,7,7,7
062178100,K LANDS LLC,272401,13000,TRUE,2,2,2
251365900,2842 MILLER ST LLC,273386,123500,TRUE,1,1,1
382008400,RIDGE ALLEGHENY HUNTING PARK CIVIC ASSOCIATION,274465,1200,FALSE,1,1,1
452238300,STATEWIDE - PHILLY LLC,275382,26500,TRUE,1,1,1
884944100,4929 WELLINGTON STREET LLC,275672,220000,FALSE,1,1,1
042256100,B & J CAPITAL MANAGEMENT LLC,275819,10500,FALSE,1,1,1
471244900,PHN LLC,276131,205000,TRUE,1,1,1
421335300,BENBOW LLC,279895,55000,FALSE,1,1,1
361002900,W AND D INVESTMENTS LLC,279962,54000,FALSE,1,1,1
041176900,KAMBE LLC,280205,72000,TRUE,2,2,1
871575020,TWOCD LLC,280687,3e+05,TRUE,1,1,1
392247105,MAN BH LLC,280717,350000,FALSE,4,4,4
101240400,RUBLEY CONSTRUCTION INC,281139,52000,FALSE,2,2,2
172001115,Y&J PROPERTY INVESTMENT LLC,281154,85000,FALSE,1,1,1
462038800,TRUST MATTERS LLC,282012,74500,TRUE,1,1,1
881614160,"ZHAIMEN APARTMENT, LLC",282468,530000,TRUE,1,1,1
482070400,NGUYEN HUNG THE,282550,103400,TRUE,1,1,1
131061200,1743 WEST ERIE AVENUE LLC,282670,10000,TRUE,1,1,1
314204300,QBX HOLDINGS LLC,282684,45000,FALSE,1,1,1
521305009,ALB INVESTMENT LLC,282795,17000,FALSE,2,2,2
034028500,EMAGINATION CONTRACTING LLC; RALLS FLORENCE,283120,5000,TRUE,1,1,1
234023200,ADAMS PROPERTY MANAGEMENT LLC,283769,22000,TRUE,1,1,1
451357100,HUGHES COUSINS LLC,283868,112000,FALSE,17,17,16
232112810,CAN SOLUTION LLC,284023,68000,TRUE,1,1,1
151350015,CAXTON LP,284155,70000,TRUE,8,8,8
302305900,PHL DEVELOPMENT LLC,284929,265000,FALSE,4,4,4
491117600,CHARBIT HOLDINGS LLC,286395,35000,TRUE,1,1,1
365179800,NATIONSTAR HECM ACQUISTION TRUST 2015-1; WILMINGTON SAVINGS FUND SOCIETY,286419,125000,FALSE,1,1,1
292120400,AMF HOLDINGS LLC,286735,50000,FALSE,8,8,8
371386900,BJK MECHANICAL SERVICES LLC,286815,10000,FALSE,2,2,2
406166200,2609 S 71ST LLC,286861,68000,TRUE,1,1,1
882920211,MAPA PROPERTIES INC,287045,3435000,FALSE,2,1,1
364175000,RF WASHINGTON LLC,287990,42500,TRUE,3,3,9
273044400,COMMONWEALTH IMPROVEMENT FUND LLC,288461,16200,FALSE,42,41,41
183225700,JO VARONE LLC,288608,30000,FALSE,1,1,1
012180910,F E OLIVIERI LLC,288656,250000,FALSE,1,1,1
583058100,14500 BUSTLETON PIKE LLP,289090,188000,TRUE,1,1,1
321285600,V18 STREET LLC,289399,6145.43,FALSE,10,10,10
882884600,EZRA HOLDINGS FD LLC,291053,1163000,FALSE,1,1,1
071371600,ESPMAL CEDENO INVESTMENT LLC,291058,7100,FALSE,1,1,1
406264600,R&R ETZION INVESTMENTS LLC,291493,30250,TRUE,1,1,1
056307115,J&Z 2015 LLC,291651,5e+05,TRUE,7,7,7
301226100,1527 CARPENTER ST LLC,293621,368000,TRUE,1,1,1
453266000,JUNE 11 LLC,293701,92000,TRUE,5,5,6
871122900,2416 HOLDINGS LLC,293891,1e+06,TRUE,2,2,2
522187800,MADDNICK LLC,294674,210000,TRUE,1,1,1
132266600,STR8 HAND MANAGEMENT INC,294751,2200,FALSE,10,10,10
411208400,Y AND P PROPERTIES LLC,295127,85000,TRUE,2,2,2
022282600,742 S 9TH STREET LLC,295709,450000,FALSE,2,2,2
521440300,G AND R REAL ESTATE HOLDINGS LLC,297067,1e+05,FALSE,1,1,1
291011100,GRIT CAMBRIDGE LLC,297881,125000,FALSE,1,1,1
011258500,335 DICKINSON LLC,297999,410000,TRUE,1,1,1
